FTHG,FTAG,Date,FTR,HomeTeam,AwayTeam
4,0,27/10/2019,H,Ajax,Feyenoord
1,2,27/10/2019,A,Sparta Rotterdam,FC Utrecht
0,4,27/10/2019,A,PSV Eindhoven,AZ Alkmaar
1,1,27/10/2019,D,SC Heerenveen,FC Groningen
2,4,01/11/2019,A,PEC Zwolle,Ajax
2,0,02/11/2019,H,RKC Waalwijk,Heracles Almelo
2,2,02/11/2019,D,Sparta Rotterdam,PSV Eindhoven
3,0,02/11/2019,H,AZ Alkmaar,FC Twente
2,1,03/11/2019,H,FC Emmen,Vitesse
2,0,03/11/2019,H,FC Groningen,Willem II
6,0,03/11/2019,H,FC Utrecht,Fortuna Sittard
0,3,03/11/2019,A,VVV-Venlo,Feyenoord
1,1,03/11/2019,D,ADO Den Haag,SC Heerenveen
1,2,08/11/2019,A,Vitesse,FC Groningen
6,1,09/11/2019,H,Heracles Almelo,VVV-Venlo
1,0,09/11/2019,H,Fortuna Sittard,ADO Den Haag
2,1,09/11/2019,H,SC Heerenveen,Sparta Rotterdam
4,0,10/11/2019,H,Ajax,FC Utrecht
2,1,10/11/2019,H,FC Twente,PEC Zwolle
2,1,10/11/2019,H,Willem II,PSV Eindhoven
3,2,10/11/2019,H,Feyenoord,RKC Waalwijk
3,0,10/11/2019,H,AZ Alkmaar,FC Emmen
0,3,23/11/2019,A,FC Utrecht,AZ Alkmaar
4,1,23/11/2019,H,Ajax,Heracles Almelo
3,1,23/11/2019,H,PEC Zwolle,Fortuna Sittard
3,3,23/11/2019,D,ADO Den Haag,Willem II
2,1,24/11/2019,H,VVV-Venlo,FC Twente
2,0,24/11/2019,H,Sparta Rotterdam,Vitesse
2,1,24/11/2019,H,PSV Eindhoven,SC Heerenveen
1,1,24/11/2019,D,FC Groningen,Feyenoord
1,1,24/11/2019,D,RKC Waalwijk,FC Emmen
3,2,29/11/2019,H,SC Heerenveen,Vitesse
4,0,30/11/2019,H,Willem II,Sparta Rotterdam
1,0,30/11/2019,H,Fortuna Sittard,FC Groningen
4,0,30/11/2019,H,Heracles Almelo,ADO Den Haag
1,1,01/12/2019,D,FC Emmen,PSV Eindhoven
1,0,01/12/2019,H,Feyenoord,PEC Zwolle
0,1,01/12/2019,A,FC Utrecht,RKC Waalwijk
2,5,01/12/2019,A,FC Twente,Ajax
1,0,01/12/2019,H,AZ Alkmaar,VVV-Venlo
0,2,06/12/2019,A,Ajax,Willem II
0,0,07/12/2019,D,ADO Den Haag,FC Twente
5,0,07/12/2019,H,PSV Eindhoven,Fortuna Sittard
2,0,07/12/2019,H,VVV-Venlo,FC Emmen
0,3,07/12/2019,A,PEC Zwolle,AZ Alkmaar
0,0,08/12/2019,D,Sparta Rotterdam,Heracles Almelo
0,0,08/12/2019,D,Vitesse,Feyenoord
1,3,08/12/2019,A,RKC Waalwijk,SC Heerenveen
0,1,08/12/2019,A,FC Groningen,FC Utrecht
1,2,13/12/2019,A,SC Heerenveen,Willem II
0,3,14/12/2019,A,FC Twente,Vitesse
3,2,14/12/2019,H,Fortuna Sittard,RKC Waalwijk
1,2,14/12/2019,A,VVV-Venlo,PEC Zwolle
1,1,14/12/2019,D,ADO Den Haag,FC Groningen
2,0,15/12/2019,H,FC Emmen,Sparta Rotterdam
3,1,15/12/2019,H,Feyenoord,PSV Eindhoven
1,0,15/12/2019,H,AZ Alkmaar,Ajax
1,3,15/12/2019,A,Heracles Almelo,FC Utrecht
3,0,20/12/2019,H,RKC Waalwijk,FC Twente
0,0,21/12/2019,D,Willem II,Fortuna Sittard
3,0,21/12/2019,H,Sparta Rotterdam,AZ Alkmaar
1,1,21/12/2019,D,SC Heerenveen,Heracles Almelo
4,1,21/12/2019,H,PSV Eindhoven,PEC Zwolle
2,0,22/12/2019,H,FC Groningen,FC Emmen
1,2,22/12/2019,A,FC Utrecht,Feyenoord
3,0,22/12/2019,H,Vitesse,VVV-Venlo
6,1,22/12/2019,H,Ajax,ADO Den Haag
3,3,17/01/2020,D,PEC Zwolle,FC Utrecht
1,3,18/01/2020,A,Fortuna Sittard,Vitesse
3,1,18/01/2020,H,Feyenoord,SC Heerenveen
0,0,18/01/2020,D,FC Twente,FC Groningen
1,3,18/01/2020,A,AZ Alkmaar,Willem II
1,1,19/01/2020,D,VVV-Venlo,PSV Eindhoven
2,1,19/01/2020,H,Ajax,Sparta Rotterdam
1,0,19/01/2020,H,FC Emmen,Heracles Almelo
2,0,19/01/2020,H,ADO Den Haag,RKC Waalwijk
4,0,24/01/2020,H,FC Utrecht,ADO Den Haag
1,2,25/01/2020,A,SC Heerenveen,AZ Alkmaar
2,3,25/01/2020,A,Heracles Almelo,Feyenoord
1,2,25/01/2020,A,RKC Waalwijk,VVV-Venlo
1,1,25/01/2020,D,Sparta Rotterdam,Fortuna Sittard
1,1,26/01/2020,D,Vitesse,FC Emmen
2,1,26/01/2020,H,FC Groningen,Ajax
0,0,26/01/2020,D,Willem II,PEC Zwolle
1,1,26/01/2020,D,PSV Eindhoven,FC Twente
4,0,31/01/2020,H,AZ Alkmaar,RKC Waalwijk
0,0,01/02/2020,D,ADO Den Haag,Vitesse
3,0,01/02/2020,H,Feyenoord,FC Emmen
2,0,01/02/2020,H,FC Twente,Sparta Rotterdam
1,0,01/02/2020,H,PEC Zwolle,FC Groningen
1,0,02/02/2020,H,Willem II,Heracles Almelo
2,1,02/02/2020,H,Fortuna Sittard,SC Heerenveen
1,1,02/02/2020,D,VVV-Venlo,FC Utrecht
1,0,02/02/2020,H,Ajax,PSV Eindhoven
2,0,07/02/2020,H,Heracles Almelo,Fortuna Sittard
3,0,08/02/2020,H,PSV Eindhoven,Willem II
0,0,08/02/2020,D,RKC Waalwijk,PEC Zwolle
1,0,08/02/2020,H,FC Groningen,Vitesse
1,1,08/02/2020,D,SC Heerenveen,VVV-Venlo
2,0,11/02/2020,H,FC Emmen,FC Twente
4,2,11/02/2020,H,Sparta Rotterdam,ADO Den Haag
1,0,14/02/2020,H,VVV-Venlo,Heracles Almelo
0,0,15/02/2020,D,Fortuna Sittard,FC Emmen
2,0,15/02/2020,H,FC Twente,AZ Alkmaar
0,3,15/02/2020,A,ADO Den Haag,PSV Eindhoven
3,0,16/02/2020,H,Ajax,RKC Waalwijk
1,2,16/02/2020,A,Sparta Rotterdam,FC Groningen
1,1,16/02/2020,D,Willem II,FC Utrecht
3,4,16/02/2020,A,PEC Zwolle,Feyenoord
4,2,16/02/2020,H,Vitesse,SC Heerenveen
0,1,21/02/2020,A,RKC Waalwijk,Sparta Rotterdam
4,2,22/02/2020,H,FC Emmen,Willem II
2,2,22/02/2020,D,SC Heerenveen,ADO Den Haag
2,1,22/02/2020,H,Feyenoord,Fortuna Sittard
0,1,22/02/2020,A,FC Groningen,VVV-Venlo
2,1,23/02/2020,H,FC Utrecht,FC Twente
2,0,23/02/2020,H,AZ Alkmaar,PEC Zwolle
1,0,23/02/2020,H,Heracles Almelo,Ajax
1,2,23/02/2020,A,Vitesse,PSV Eindhoven
3,1,28/02/2020,H,Willem II,FC Groningen
0,0,29/02/2020,D,ADO Den Haag,Heracles Almelo
0,0,29/02/2020,D,VVV-Venlo,Fortuna Sittard
4,3,29/02/2020,H,PEC Zwolle,Vitesse
2,3,29/02/2020,A,FC Twente,SC Heerenveen
1,1,01/03/2020,D,PSV Eindhoven,Feyenoord
2,1,01/03/2020,H,RKC Waalwijk,FC Utrecht
5,1,01/03/2020,H,Sparta Rotterdam,FC Emmen
0,2,01/03/2020,A,Ajax,AZ Alkmaar
1,1,06/03/2020,D,Fortuna Sittard,PEC Zwolle
1,0,07/03/2020,H,Vitesse,FC Twente
1,3,07/03/2020,A,SC Heerenveen,Ajax
3,0,07/03/2020,H,FC Emmen,VVV-Venlo
4,0,07/03/2020,H,AZ Alkmaar,ADO Den Haag
0,1,08/03/2020,A,FC Groningen,PSV Eindhoven
4,2,08/03/2020,H,Heracles Almelo,RKC Waalwijk
2,0,08/03/2020,H,Feyenoord,Willem II
5,1,08/03/2020,H,FC Utrecht,Sparta Rotterdam
2,0,12/09/2020,H,SC Heerenveen,Willem II
0,2,12/09/2020,A,PEC Zwolle,Feyenoord
2,0,12/09/2020,H,FC Twente,Fortuna Sittard
3,5,13/09/2020,A,FC Emmen,VVV-Venlo
0,1,13/09/2020,A,RKC Waalwijk,Vitesse
2,0,13/09/2020,H,Heracles Almelo,ADO Den Haag
0,1,13/09/2020,A,Sparta Rotterdam,Ajax
1,3,13/09/2020,A,FC Groningen,PSV Eindhoven
1,1,18/09/2020,D,VVV-Venlo,FC Utrecht
2,0,19/09/2020,H,Vitesse,Sparta Rotterdam
1,1,19/09/2020,D,AZ Alkmaar,PEC Zwolle
2,1,19/09/2020,H,PSV Eindhoven,FC Emmen
1,3,19/09/2020,A,Fortuna Sittard,SC Heerenveen
4,0,20/09/2020,H,Willem II,Heracles Almelo
1,1,20/09/2020,D,Feyenoord,FC Twente
3,0,20/09/2020,H,Ajax,RKC Waalwijk
0,1,20/09/2020,A,ADO Den Haag,FC Groningen
3,1,25/09/2020,H,FC Twente,FC Groningen
4,0,26/09/2020,H,PEC Zwolle,Sparta Rotterdam
3,3,26/09/2020,D,Fortuna Sittard,AZ Alkmaar
1,0,26/09/2020,H,SC Heerenveen,VVV-Venlo
2,1,26/09/2020,H,Ajax,Vitesse
1,1,27/09/2020,D,FC Emmen,Willem II
4,2,27/09/2020,H,Feyenoord,ADO Den Haag
3,1,27/09/2020,H,FC Utrecht,RKC Waalwijk
1,1,27/09/2020,D,Heracles Almelo,PSV Eindhoven
1,1,02/10/2020,D,FC Utrecht,SC Heerenveen
3,0,03/10/2020,H,Vitesse,Heracles Almelo
1,2,03/10/2020,A,VVV-Venlo,ADO Den Haag
1,1,03/10/2020,D,FC Twente,FC Emmen
2,0,04/10/2020,H,PSV Eindhoven,Fortuna Sittard
1,0,04/10/2020,H,FC Groningen,Ajax
4,4,04/10/2020,D,Sparta Rotterdam,AZ Alkmaar
1,4,04/10/2020,A,Willem II,Feyenoord
2,2,17/10/2020,D,AZ Alkmaar,VVV-Venlo
0,3,17/10/2020,A,Willem II,FC Twente
0,1,17/10/2020,A,Heracles Almelo,RKC Waalwijk
1,1,18/10/2020,D,Feyenoord,Sparta Rotterdam
5,1,18/10/2020,H,Ajax,SC Heerenveen
0,2,18/10/2020,A,ADO Den Haag,Vitesse
0,0,18/10/2020,D,FC Groningen,FC Utrecht
0,3,18/10/2020,A,PEC Zwolle,PSV Eindhoven
2,2,18/10/2020,D,FC Emmen,Fortuna Sittard
1,1,21/10/2020,D,RKC Waalwijk,PEC Zwolle
4,0,24/10/2020,H,SC Heerenveen,FC Emmen
0,13,24/10/2020,A,VVV-Venlo,Ajax
2,1,24/10/2020,H,FC Utrecht,FC Twente
0,0,24/10/2020,D,PEC Zwolle,Willem II
2,2,25/10/2020,D,ADO Den Haag,AZ Alkmaar
2,2,25/10/2020,D,RKC Waalwijk,Feyenoord
2,1,25/10/2020,H,Vitesse,PSV Eindhoven
1,1,25/10/2020,D,Sparta Rotterdam,Heracles Almelo
1,3,25/10/2020,A,Fortuna Sittard,FC Groningen
5,1,31/10/2020,H,FC Twente,PEC Zwolle
5,2,31/10/2020,H,Ajax,Fortuna Sittard
2,1,31/10/2020,H,FC Groningen,VVV-Venlo
1,3,31/10/2020,A,Willem II,Vitesse
3,0,01/11/2020,H,AZ Alkmaar,RKC Waalwijk
1,4,01/11/2020,A,Sparta Rotterdam,SC Heerenveen
4,1,01/11/2020,H,Heracles Almelo,FC Utrecht
2,3,01/11/2020,A,FC Emmen,Feyenoord
4,0,01/11/2020,H,PSV Eindhoven,ADO Den Haag
2,2,06/11/2020,D,Fortuna Sittard,PEC Zwolle
2,4,07/11/2020,A,ADO Den Haag,FC Twente
0,2,07/11/2020,A,RKC Waalwijk,Sparta Rotterdam
3,2,07/11/2020,H,VVV-Venlo,Heracles Almelo
3,0,08/11/2020,H,PSV Eindhoven,Willem II
0,3,08/11/2020,A,SC Heerenveen,AZ Alkmaar
2,0,08/11/2020,H,Feyenoord,FC Groningen
3,1,08/11/2020,H,Vitesse,FC Emmen
0,3,08/11/2020,A,FC Utrecht,Ajax
1,1,21/11/2020,D,PEC Zwolle,FC Utrecht
2,1,21/11/2020,H,Willem II,VVV-Venlo
1,1,21/11/2020,D,FC Groningen,Vitesse
6,0,22/11/2020,H,Sparta Rotterdam,ADO Den Haag
1,1,22/11/2020,D,FC Twente,PSV Eindhoven
1,1,22/11/2020,D,RKC Waalwijk,SC Heerenveen
1,3,22/11/2020,A,Fortuna Sittard,Feyenoord
1,0,22/11/2020,H,AZ Alkmaar,FC Emmen
5,0,22/11/2020,H,Ajax,Heracles Almelo
0,2,27/11/2020,A,FC Twente,RKC Waalwijk
0,5,28/11/2020,A,FC Emmen,Ajax
1,1,28/11/2020,D,ADO Den Haag,SC Heerenveen
2,2,28/11/2020,D,VVV-Venlo,PEC Zwolle
2,0,29/11/2020,H,Vitesse,Fortuna Sittard
1,1,29/11/2020,D,Feyenoord,FC Utrecht
1,0,29/11/2020,H,FC Groningen,Willem II
1,2,29/11/2020,A,Heracles Almelo,AZ Alkmaar
1,0,29/11/2020,H,PSV Eindhoven,Sparta Rotterdam
2,1,04/12/2020,H,Sparta Rotterdam,FC Emmen
2,1,05/12/2020,H,PEC Zwolle,Vitesse
1,2,05/12/2020,A,Ajax,FC Twente
3,2,05/12/2020,H,RKC Waalwijk,VVV-Venlo
3,2,05/12/2020,H,Fortuna Sittard,Willem II
0,0,06/12/2020,D,Feyenoord,Heracles Almelo
1,2,06/12/2020,A,AZ Alkmaar,FC Groningen
1,1,06/12/2020,D,FC Utrecht,ADO Den Haag
2,2,06/12/2020,D,SC Heerenveen,PSV Eindhoven
1,2,11/12/2020,A,Heracles Almelo,Fortuna Sittard
2,0,12/12/2020,H,FC Groningen,RKC Waalwijk
1,1,12/12/2020,D,FC Emmen,ADO Den Haag
4,0,12/12/2020,H,Ajax,PEC Zwolle
1,3,13/12/2020,A,FC Twente,AZ Alkmaar
1,3,13/12/2020,A,Willem II,Sparta Rotterdam
2,1,13/12/2020,H,PSV Eindhoven,FC Utrecht
1,1,13/12/2020,D,Vitesse,SC Heerenveen
0,3,13/12/2020,A,VVV-Venlo,Feyenoord
0,0,18/12/2020,D,PEC Zwolle,FC Emmen
1,1,19/12/2020,D,FC Utrecht,Fortuna Sittard
1,4,19/12/2020,A,RKC Waalwijk,PSV Eindhoven
2,3,19/12/2020,A,Sparta Rotterdam,FC Groningen
1,2,19/12/2020,A,VVV-Venlo,FC Twente
1,0,20/12/2020,H,Vitesse,Feyenoord
2,4,20/12/2020,A,ADO Den Haag,Ajax
1,2,20/12/2020,A,SC Heerenveen,Heracles Almelo
5,3,20/12/2020,H,AZ Alkmaar,Willem II
2,1,22/12/2020,H,Fortuna Sittard,RKC Waalwijk
2,3,22/12/2020,A,FC Emmen,FC Utrecht
4,1,22/12/2020,H,PSV Eindhoven,VVV-Venlo
0,2,22/12/2020,A,FC Twente,Sparta Rotterdam
0,1,23/12/2020,A,FC Groningen,Heracles Almelo
3,0,23/12/2020,H,Feyenoord,SC Heerenveen
0,2,23/12/2020,A,ADO Den Haag,PEC Zwolle
1,1,23/12/2020,D,Willem II,Ajax
3,1,23/12/2020,H,AZ Alkmaar,Vitesse
2,2,27/12/2020,D,FC Utrecht,AZ Alkmaar
0,1,09/01/2021,A,RKC Waalwijk,ADO Den Haag
1,4,09/01/2021,A,FC Emmen,FC Twente
0,2,09/01/2021,A,Heracles Almelo,Vitesse
1,1,09/01/2021,D,PEC Zwolle,AZ Alkmaar
2,2,09/01/2021,D,FC Utrecht,FC Groningen
1,3,10/01/2021,A,SC Heerenveen,Fortuna Sittard
2,2,10/01/2021,D,Ajax,PSV Eindhoven
0,2,10/01/2021,A,Sparta Rotterdam,Feyenoord
2,1,10/01/2021,H,VVV-Venlo,Willem II
1,0,12/01/2021,H,Vitesse,FC Utrecht
4,0,12/01/2021,H,Heracles Almelo,FC Emmen
0,1,13/01/2021,A,Fortuna Sittard,Sparta Rotterdam
1,0,13/01/2021,H,Feyenoord,PEC Zwolle
1,3,13/01/2021,A,PSV Eindhoven,AZ Alkmaar
1,4,13/01/2021,A,ADO Den Haag,VVV-Venlo
1,1,14/01/2021,D,SC Heerenveen,RKC Waalwijk
1,3,14/01/2021,A,FC Twente,Ajax
2,3,14/01/2021,A,Willem II,FC Groningen
2,1,16/01/2021,H,AZ Alkmaar,ADO Den Haag
0,2,16/01/2021,A,PEC Zwolle,Fortuna Sittard
2,0,16/01/2021,H,FC Utrecht,Heracles Almelo
3,5,16/01/2021,A,Sparta Rotterdam,PSV Eindhoven
1,4,16/01/2021,A,FC Emmen,Vitesse
1,1,17/01/2021,D,RKC Waalwijk,Willem II
2,2,17/01/2021,D,FC Groningen,FC Twente
1,1,17/01/2021,D,VVV-Venlo,SC Heerenveen
1,0,17/01/2021,H,Ajax,Feyenoord
1,3,22/01/2021,A,Willem II,PEC Zwolle
0,0,23/01/2021,D,ADO Den Haag,FC Emmen
1,0,23/01/2021,H,Vitesse,FC Groningen
2,0,23/01/2021,H,PSV Eindhoven,RKC Waalwijk
1,0,23/01/2021,H,Heracles Almelo,SC Heerenveen
2,3,24/01/2021,A,Feyenoord,AZ Alkmaar
1,0,24/01/2021,H,FC Utrecht,Sparta Rotterdam
1,2,24/01/2021,A,Fortuna Sittard,Ajax
0,1,24/01/2021,A,FC Twente,VVV-Venlo
2,2,26/01/2021,D,PEC Zwolle,Heracles Almelo
3,0,26/01/2021,H,FC Groningen,ADO Den Haag
0,2,26/01/2021,A,FC Emmen,PSV Eindhoven
1,2,27/01/2021,A,RKC Waalwijk,Fortuna Sittard
3,0,27/01/2021,H,SC Heerenveen,Feyenoord
0,1,27/01/2021,A,AZ Alkmaar,FC Utrecht
4,1,27/01/2021,H,VVV-Venlo,Vitesse
3,1,28/01/2021,H,Ajax,Willem II
0,0,28/01/2021,D,Sparta Rotterdam,FC Twente
1,0,30/01/2021,H,Heracles Almelo,FC Groningen
3,3,30/01/2021,D,FC Utrecht,PEC Zwolle
3,2,30/01/2021,H,Fortuna Sittard,VVV-Venlo
1,1,30/01/2021,D,Vitesse,RKC Waalwijk
1,1,31/01/2021,D,ADO Den Haag,Sparta Rotterdam
0,3,31/01/2021,A,AZ Alkmaar,Ajax
3,1,31/01/2021,H,Feyenoord,PSV Eindhoven
2,0,31/01/2021,H,Willem II,FC Emmen
0,0,31/01/2021,D,FC Twente,SC Heerenveen
0,1,05/02/2021,A,Fortuna Sittard,Heracles Almelo
0,1,06/02/2021,A,FC Emmen,AZ Alkmaar
1,1,06/02/2021,D,PEC Zwolle,RKC Waalwijk
1,0,06/02/2021,H,SC Heerenveen,Vitesse
3,0,06/02/2021,H,PSV Eindhoven,FC Twente
1,0,12/02/2021,H,RKC Waalwijk,FC Emmen
1,2,13/02/2021,A,Sparta Rotterdam,Fortuna Sittard
0,2,13/02/2021,A,Heracles Almelo,Ajax
1,0,13/02/2021,H,FC Groningen,PEC Zwolle
2,2,13/02/2021,D,ADO Den Haag,PSV Eindhoven
3,1,14/02/2021,H,AZ Alkmaar,SC Heerenveen
5,0,14/02/2021,H,Feyenoord,Willem II
0,2,14/02/2021,A,Vitesse,FC Twente
3,1,14/02/2021,H,FC Utrecht,VVV-Venlo
0,6,19/02/2021,A,Willem II,FC Utrecht
3,2,20/02/2021,H,FC Emmen,PEC Zwolle
1,4,20/02/2021,A,VVV-Venlo,AZ Alkmaar
2,0,20/02/2021,H,Fortuna Sittard,ADO Den Haag
2,2,21/02/2021,D,FC Twente,Feyenoord
1,1,21/02/2021,D,SC Heerenveen,FC Groningen
3,0,21/02/2021,H,RKC Waalwijk,Heracles Almelo
3,1,21/02/2021,H,PSV Eindhoven,Vitesse
4,2,21/02/2021,H,Ajax,Sparta Rotterdam
1,1,24/02/2021,D,Willem II,ADO Den Haag
0,0,24/02/2021,D,FC Groningen,Feyenoord
4,1,26/02/2021,H,PEC Zwolle,SC Heerenveen
2,2,27/02/2021,D,Heracles Almelo,FC Twente
4,1,27/02/2021,H,Vitesse,VVV-Venlo
0,1,27/02/2021,A,FC Utrecht,FC Emmen
0,0,27/02/2021,D,ADO Den Haag,RKC Waalwijk
0,2,28/02/2021,A,Sparta Rotterdam,Willem II
1,0,28/02/2021,H,FC Groningen,Fortuna Sittard
1,1,28/02/2021,D,PSV Eindhoven,Ajax
4,2,28/02/2021,H,AZ Alkmaar,Feyenoord
1,1,05/03/2021,D,FC Emmen,Sparta Rotterdam
1,2,06/03/2021,A,RKC Waalwijk,FC Utrecht
6,0,06/03/2021,H,Feyenoord,VVV-Venlo
1,1,06/03/2021,D,FC Twente,Willem II
3,0,06/03/2021,H,SC Heerenveen,ADO Den Haag
2,1,07/03/2021,H,Heracles Almelo,PEC Zwolle
2,1,07/03/2021,H,Vitesse,AZ Alkmaar
1,3,07/03/2021,A,Fortuna Sittard,PSV Eindhoven
3,1,07/03/2021,H,Ajax,FC Groningen
0,1,09/03/2021,A,VVV-Venlo,Sparta Rotterdam
4,1,13/03/2021,H,AZ Alkmaar,FC Twente
3,1,13/03/2021,H,Willem II,SC Heerenveen
1,2,13/03/2021,A,ADO Den Haag,Heracles Almelo
2,0,13/03/2021,H,Sparta Rotterdam,RKC Waalwijk
1,1,13/03/2021,D,FC Groningen,FC Emmen
1,1,14/03/2021,D,PSV Eindhoven,Feyenoord
0,2,14/03/2021,A,PEC Zwolle,Ajax
1,3,14/03/2021,A,FC Utrecht,Vitesse
1,3,14/03/2021,A,VVV-Venlo,Fortuna Sittard
0,0,19/03/2021,D,SC Heerenveen,FC Twente
0,1,20/03/2021,A,Fortuna Sittard,FC Utrecht
1,1,20/03/2021,D,Feyenoord,FC Emmen
3,1,20/03/2021,H,RKC Waalwijk,FC Groningen
5,0,21/03/2021,H,Ajax,ADO Den Haag
2,1,21/03/2021,H,PEC Zwolle,VVV-Venlo
2,0,21/03/2021,H,AZ Alkmaar,PSV Eindhoven
0,0,21/03/2021,D,Vitesse,Willem II
1,1,21/03/2021,D,Heracles Almelo,Sparta Rotterdam
3,2,03/04/2021,H,Sparta Rotterdam,PEC Zwolle
0,1,03/04/2021,A,Willem II,AZ Alkmaar
0,1,03/04/2021,A,VVV-Venlo,FC Groningen
1,2,03/04/2021,A,FC Twente,Vitesse
2,0,04/04/2021,H,Feyenoord,Fortuna Sittard
1,4,04/04/2021,A,ADO Den Haag,FC Utrecht
3,0,04/04/2021,H,PSV Eindhoven,Heracles Almelo
3,1,04/04/2021,H,FC Emmen,RKC Waalwijk
1,2,04/04/2021,A,SC Heerenveen,Ajax
0,0,09/04/2021,D,Vitesse,ADO Den Haag
2,0,10/04/2021,H,AZ Alkmaar,Sparta Rotterdam
1,3,10/04/2021,A,Fortuna Sittard,FC Emmen
1,0,10/04/2021,H,PEC Zwolle,FC Twente
4,0,10/04/2021,H,Heracles Almelo,Willem II
0,2,11/04/2021,A,VVV-Venlo,PSV Eindhoven
0,1,11/04/2021,A,RKC Waalwijk,Ajax
1,2,11/04/2021,A,FC Utrecht,Feyenoord
0,2,11/04/2021,A,FC Groningen,SC Heerenveen
1,1,22/04/2021,D,Ajax,FC Utrecht
1,0,23/04/2021,H,Willem II,RKC Waalwijk
0,2,24/04/2021,A,SC Heerenveen,PEC Zwolle
1,0,24/04/2021,H,PSV Eindhoven,FC Groningen
2,0,24/04/2021,H,Sparta Rotterdam,VVV-Venlo
3,1,25/04/2021,H,FC Emmen,Heracles Almelo
2,0,25/04/2021,H,Ajax,AZ Alkmaar
0,3,25/04/2021,A,ADO Den Haag,Fortuna Sittard
0,0,25/04/2021,D,Feyenoord,Vitesse
1,2,25/04/2021,A,FC Twente,FC Utrecht
1,3,01/05/2021,A,RKC Waalwijk,AZ Alkmaar
3,2,01/05/2021,H,FC Utrecht,Willem II
2,1,01/05/2021,H,Vitesse,PEC Zwolle
3,0,01/05/2021,H,Fortuna Sittard,FC Twente
4,0,01/05/2021,H,Heracles Almelo,VVV-Venlo
3,2,02/05/2021,H,ADO Den Haag,Feyenoord
4,0,02/05/2021,H,Ajax,FC Emmen
1,2,02/05/2021,A,FC Groningen,Sparta Rotterdam
2,2,02/05/2021,D,PSV Eindhoven,SC Heerenveen
3,0,07/05/2021,H,Sparta Rotterdam,Vitesse
3,3,08/05/2021,D,VVV-Venlo,RKC Waalwijk
1,1,08/05/2021,D,FC Twente,Heracles Almelo
0,0,08/05/2021,D,SC Heerenveen,FC Utrecht
1,0,08/05/2021,H,AZ Alkmaar,Fortuna Sittard
0,4,09/05/2021,A,FC Emmen,FC Groningen
0,3,09/05/2021,A,Feyenoord,Ajax
0,2,09/05/2021,A,Willem II,PSV Eindhoven
0,1,09/05/2021,A,PEC Zwolle,ADO Den Haag
1,4,13/05/2021,A,ADO Den Haag,Willem II
3,3,13/05/2021,D,Fortuna Sittard,Vitesse
3,1,13/05/2021,H,FC Emmen,SC Heerenveen
4,2,13/05/2021,H,PSV Eindhoven,PEC Zwolle
0,0,13/05/2021,D,FC Groningen,AZ Alkmaar
0,0,13/05/2021,D,Sparta Rotterdam,FC Utrecht
2,1,13/05/2021,H,RKC Waalwijk,FC Twente
3,1,13/05/2021,H,Ajax,VVV-Venlo
1,1,13/05/2021,D,Heracles Almelo,Feyenoord
1,2,16/05/2021,A,SC Heerenveen,Sparta Rotterdam
3,2,16/05/2021,H,FC Twente,ADO Den Haag
1,3,16/05/2021,A,Vitesse,Ajax
3,0,16/05/2021,H,Feyenoord,RKC Waalwijk
0,4,16/05/2021,A,VVV-Venlo,FC Emmen
1,1,16/05/2021,D,FC Utrecht,PSV Eindhoven
1,0,16/05/2021,H,PEC Zwolle,FC Groningen
2,1,16/05/2021,H,Willem II,Fortuna Sittard
5,0,16/05/2021,H,AZ Alkmaar,Heracles Almelo
0,1,13/08/2021,A,Go Ahead Eagles,SC Heerenveen
1,0,14/08/2021,H,RKC Waalwijk,AZ Alkmaar
0,2,14/08/2021,A,Heracles Almelo,PSV Eindhoven
2,1,14/08/2021,H,Fortuna Sittard,FC Twente
5,0,14/08/2021,H,Ajax,NEC Nijmegen
0,4,15/08/2021,A,Willem II,Feyenoord
0,1,15/08/2021,A,PEC Zwolle,Vitesse
1,2,15/08/2021,A,SC Cambuur,FC Groningen
4,0,15/08/2021,H,FC Utrecht,Sparta Rotterdam
2,0,20/08/2021,H,NEC Nijmegen,PEC Zwolle
0,0,21/08/2021,D,FC Groningen,FC Utrecht
3,2,21/08/2021,H,SC Heerenveen,RKC Waalwijk
4,1,21/08/2021,H,PSV Eindhoven,SC Cambuur
1,1,21/08/2021,D,Sparta Rotterdam,Heracles Almelo
2,0,22/08/2021,H,Feyenoord,Go Ahead Eagles
0,3,22/08/2021,A,Vitesse,Willem II
1,1,22/08/2021,D,FC Twente,Ajax
2,2,27/08/2021,D,Fortuna Sittard,RKC Waalwijk
2,0,28/08/2021,H,SC Cambuur,FC Twente
2,0,28/08/2021,H,Go Ahead Eagles,Sparta Rotterdam
5,2,28/08/2021,H,PSV Eindhoven,FC Groningen
1,0,28/08/2021,H,Willem II,PEC Zwolle
1,3,29/08/2021,A,SC Heerenveen,AZ Alkmaar
3,1,29/08/2021,H,FC Utrecht,Feyenoord
5,0,29/08/2021,H,Ajax,Vitesse
0,1,29/08/2021,A,Heracles Almelo,NEC Nijmegen
0,3,11/09/2021,A,AZ Alkmaar,PSV Eindhoven
0,2,11/09/2021,A,PEC Zwolle,Ajax
1,0,11/09/2021,H,FC Twente,FC Utrecht
5,2,11/09/2021,H,SC Cambuur,Go Ahead Eagles
1,2,12/09/2021,A,RKC Waalwijk,Vitesse
0,0,12/09/2021,D,NEC Nijmegen,Willem II
